username,age,profile_description,date,review_content,usage_period,purchase_point,recommend,rating_count,jenis_produk
ekasl1,25 - 29,"Combination, Medium Light, Neutral",2024-06-07,"Aku beli sunscreen ini karena reviewnya bagus-bagus. Teksturnya cair, gampang di blend dan menyerap ke kulit. Gak perih di mata. Untuk efek mencerahkannya gak keliatan di wajahku. Sunscreen ini juga agak membuat kulit lebih berminyak.",1 month - 3 months,Shopee,ekasl1 recommends this product!,4,Skinaqua UV Whitening Milk
ndysmp,19 - 24,"Combination, Medium Light, Neutral",2024-06-07,skin aqua UV whitening milk ini nyaman banget dipakenya. pas diaplikasikan pun mudah diblend. aku gatau ini pengaruh dari sunscreen skin aqua atau bukan tapi setelah rutin dipake muka jadi lebih cerah. produk ini cukup recommended buat dipake sehari hari.,6 months - 1 year,Shopee,ndysmp recommends this product!,5,Skinaqua UV Whitening Milk
irdassi,19 - 24,"Oily, Medium Light, Neutral",2024-06-06,"bagus banget, kasih efek whitening aka white cast tapi GAK OVER! selain itu kandungannya bagus banget buat bikin kulit makin cantik, mulus dan halus! aku udah pake lebih dari 6 botol jadi pokoknya bener bener recommended saking bagusnya ini sunscreen",More than 1 year,Shopee,irdassi recommends this product!,5,Skinaqua UV Whitening Milk
angel0811,25 - 29,"Oily, Medium, Cool",2024-06-06,"Pake produk ini udah dari 2021 asli emang keren ini produk.Cocok banget dipake untuk segala aktifitas terutama aktivitas luar ruangan. Teksturnya cair, ngga lengket, dan paling utama ngga ngebuat kulit kita jadi silver. Cocok untuk segala usia juga",More than 1 year,Shopee,angel0811 recommends this product!,5,Skinaqua UV Whitening Milk
syataaa,19 - 24,"Oily, Medium Dark, Neutral",2024-06-06,"sunscreen kecintaannn aku!! untuk masalah kulit oily acne prone skin pasti susah bangettt buat nyari sunscreen yang tepat buat muka, tapi semenjak pakai sunscreen dari skin aqua mukaku jadi lebih better, ga bikin minyakk + ga bikin kusam dimukaa, sukaa bangett",6 months - 1 year,Shopee,syataaa recommends this product!,5,Skinaqua UV Whitening Milk
slwaslmh,19 - 24,"Combination, Medium, Neutral",2024-06-05,"Tekstur cair, ada white cast tapi masih aman bgt selagi ga kebanyakan pakenya, yang aku suka sunscreen ini gabikin kusam di muka dan ada efek tone up nya sedikit jadi aman banget dipake tanpa bedak juga, packagingnya oke lah kayak packaging biasanya aja overall bakal repurchase👌 oiya sebelum dipake jangan lupa dikocok dlu!",6 months - 1 year,Shopee,slwaslmh recommends this product!,5,Skinaqua UV Whitening Milk
Silmikd,25 - 29,"Normal, Medium Light, Neutral",2024-06-04,"Cobain pake ss merk lain ga ada yg sebagus iniii. Emg si lengket teksturnya tp hasilnya gilaaakk. Bekas jerawat mudar, kulit cerah. Pokoknya harus cobain pake ini dlm waktu yg lamaa. Worth it. Aku udh pake banyak merk dan ga pernah secinta inii",More than 1 year,Shopee,Silmikd recommends this product!,5,Skinaqua UV Whitening Milk
Zahra17,25 - 29,"Dry, Medium, Neutral",2024-05-30,"Punya dry skin tapi acne prone + sensitif tuh susah bgt nemu sunscreen yg cocok 😭. Bersyukur bgt ketemu skinaqua ini. Muka emang keliatan agk mengkilap setelah pemakaian, tapi Alhamdulillah gak bikin breakout krn non comedonic.  Sedikit tone Up but bukan yg lebay, aman say. Ini jg ad hyaluronic acidnya, jadi menambah kelembapan kulit, apalagi dipake setelah moisturizer. Trus manfaat paling kerasa di aku adl Bekas jerawatku jadi lebih cepat memudar berkat kandungan tranexamic acidny🫶🏼🫶🏼. Biasa aku kombinasikan sama moisturizer 377 symwhite dr skintific dn wow hasilnya beneran Juara 💯, kalian yg punya bekas jerawat menghitam yg bandel bgt gk mau ilang, cobain deh kombinasi ini, dalam seminggu bekas jerawat kalian bakal goodbye 👋🏼",More than 1 year,Traditional Market,Zahra17 recommends this product!,5,Skinaqua UV Whitening Milk
byebiboo,18 and Under,"Combination, Light, Cool",2024-05-28,"ini must have banget untuk aku yang kombinasi, soalnya gak terlalu oily kayak yang tutup biru dan moist jugaa, gak lengket juga di aku, aku personal lebih suka yang ss ada efek tone up yang ada efek cerahnya gitu, dan ini DID THE JOB VERY WELL, harganya juga tergolong murah yaa dan banyak promo juga, DAN DIA ABISNYA LAMA untuk ukuran segituuu love bgt",1 month - 3 months,Shopee,byebiboo recommends this product!,5,Skinaqua UV Whitening Milk
aisyahsny,25 - 29,"Dry, Medium, Neutral",2024-05-16,Suprisingly ga bikin kusam tidak seperti saudaranya skinaqua moisturize milk. Ini beneran bikin lembab dan ga bikin kusam dari segi harga ini worth to buy dan dari segi tekstur dan kelembaban worth to tryy,More than 1 year,Guardian,aisyahsny recommends this product!,5,Skinaqua UV Whitening Milk
andreangggi,25 - 29,"Oily, Medium Dark, Neutral",2024-05-15,"Packagingnya ringkas dan enak buat traveling, formulanya runny gitu dan ringan di kulitku yang oily. Kadang bikin komedoan gitu tapi karena aku exfo rutin ga masalah. Yang aku suka tuh dia finishnya pas ga matte banget ga glowing banget dan mencerahkan tapi ga berlebihan. Dia ada teanexamic acid yang oke banget buat bekas jerawat PIE. Pokoknya kalo untuk sunscreen pasti balik ke produk ini",More than 1 year,Tokopedia,andreangggi recommends this product!,5,Skinaqua UV Whitening Milk
adizbean,19 - 24,"Combination, Medium Light, Neutral",2024-05-12,"Sunscreen ini jadi andalanku untuk aktivitas di rumah, tolong diperhatikan dia ada beberapa kandungan aktif jadi pastikan skincare kalian ga bertabrakan dengan kandungan di sunscreen ini karena bisa menyebabkan breakout. Teksturnya creamy tp cenderunf watery, membantu mencerahkan kulit dan ada tone up nya jadi kalau dipake kebanyakan bisa bikin whitecast. Ga ada kandungan parfum, alkohol dan pewarna jadi aman untuk kulit sensitif.",3 months - 6 months,Tokopedia,adizbean recommends this product!,5,Skinaqua UV Whitening Milk
artamanik,18 and Under,"Oily, Medium Dark, Cool",2024-05-11,"udah berapa bulan pake produk ini ga pernah ganti sunscreen lain. bener-bener mencerahkan kulit, kulitku sawo matang jadi agak putihan pake ini rutin setiap pagi. melembabkan juga dan menyamarkan noda bekas jerawat",3 months - 6 months,Shopee,artamanik recommends this product!,5,Skinaqua UV Whitening Milk
alexsandra,19 - 24,"Combination, Medium Light, Neutral",2024-05-10,"Sunscreen ini adalah sunscreen favorit aku yang biasa aku repurchase karnaa dia gabikin kusam, melembabkan, ngasih efek tone up dan bagus untuk jadi base make up diantara semua sunscreen yang aku pernah coba !! Selain ituu dia punya SPF 50 PA++++ yang bagus banget untuk aku yang habis exfo pasti muncul merah merah di beberapa area wajah dia bantu melindungi kulit aku dari sinar mantahari dan tentunya bisa mengatasi kemerahan akuu jugaa 😍",More than 1 year,Guardian,alexsandra recommends this product!,5,Skinaqua UV Whitening Milk
anggerra,19 - 24,"Oily, Medium, Neutral",2024-05-09,"pencarian sunscreen aku berhenti disini, skin aqua whitening milk ini beneran my go to sunscreen! udah pake ini ± 1 tahun, aku suka krn teksturnya watery, gampang di blend, ga bikin kusam, ada efek tone up dikit, gaada whitecast sama sekali, pokonya suka!",6 months - 1 year,Shopee,anggerra recommends this product!,5,Skinaqua UV Whitening Milk
irnasept,25 - 29,"Normal, Medium Light, Warm",2024-05-05,"Sunscreen skinaqua yang tutup putih ini bagus banget, udah pakai lama, nyaman dipakenya, tidak whitecast, tidak peeling, tidak bikin kusam, cepat menyerap. SPF 50+ untuk perlindungan 50x lebih lama terhadap sinar UV-B yang menyebabkan kulit merah karena terbakar sinar matahari.",More than 1 year,Shopee,irnasept recommends this product!,5,Skinaqua UV Whitening Milk
evirosma,19 - 24,"Combination, Medium Light, Neutral",2024-05-05,ini ss yang paling aku suka bangett karna dia ss nya itu tekatur nya kentel gitu turs juga ga terlalu cair dan ga terlalu padat jadi enak bgy buay di blend ke muka gampang trus ada sdkt efek tone up nya gitu jadi muka ga kusem' bgt apalagi kalo ke sinar matahari dia jadi glowing gitu di mukaa pokonya suka banget yang mau beli ss ini masi ragu lgsng co aja karna emgg nih ss baguss banget ga bohong,6 months - 1 year,Tiktok,evirosma recommends this product!,5,Skinaqua UV Whitening Milk
leahaniifah,25 - 29,"Combination, Medium, Warm",2024-05-05,"Skinaqua produk ini buat kulit yg cenderung kering cocok banget, texturnya supermilky cenderung bantu kulit lebih lembab, nyerepny juga cepet jadi enak banget buat dipakai sebelum makeup dan yang pasti ga bikin kulit jadi abu karena gaada exfoliasi sama sekali. Rekomendasi banget juga buat remaja karena texturnya yg ringan jadi ga bikin muka kerasa berat!",Less than 1 week,Transmart,leahaniifah recommends this product!,5,Skinaqua UV Whitening Milk
tik246,19 - 24,"Combination, Light, Neutral",2024-05-04,"Sunscreen favorit aku, udah repurchase terus dan gak ganti-ganti sunscreen lagi. Untuk tipe kulit kering kombinasi kayak aku recomended banget sunscreen ini. Buat yang punya bekas jerawat juga recomended parah! bekas-bekas jerawat yang aku punya memudar banget semenjak pake sunscreennya. Top deh pokonya!",6 months - 1 year,Shopee,tik246 recommends this product!,5,Skinaqua UV Whitening Milk
audinajr,19 - 24,"Oily, Light, Cool",2024-05-04,"Buat kulit oily kaya aku ini cocok banget, pernah nyoba yang lain g cocok cuna skinaqua yg nampol apalagi buat menghilangkan bekas jerawat aku bagussss. Selalu ready stock💗 muka jadi lebih tenang aja rasanya apalagi jerawat jadi bisa ilang",1 week - 1 month,Tiktok,audinajr recommends this product!,5,Skinaqua UV Whitening Milk
ONYONN,19 - 24,"Oily, Medium Light, Neutral",2024-05-04,ini ss yang paling aku suka bangett karna dia ss nya itu tekatur nya kentel gitu turs juga ga terlalu cair dan ga terlalu padat jadi enak bgy buay di blend ke muka gampang trus ada sdkt efek tone up nya gitu jadi muka ga kusem' bgt apalagi kalo ke sinar matahari dia jadi glowing gitu di mukaa pokonya suka banget yang mau beli ss ini masi ragu lgsng co aja karna emgg nih ss baguss banget ga bohong,Less than 1 week,Instagram,ONYONN recommends this product!,5,Skinaqua UV Whitening Milk
alyaaazh,19 - 24,"Oily, Medium, Neutral",2024-05-04,"aku cocok banget pake ini, dia ada claim moisturenya jadi kadang gaperlu pake moisturizer lagi pas skinprep, terus dia ada efek tone upnya tapi nggak bikin abu abu, pokonya cocok buat kulit oily dan acne prone kayak aku, recommend bangeett",3 months - 6 months,Tiktok,alyaaazh recommends this product!,5,Skinaqua UV Whitening Milk
Destriyap,19 - 24,"Dry, Medium, Neutral",2024-05-04,"Teksturnya enak yg mudah meresap di kulit, selain itu juga spf nya bisa melindungi kita dari aktivitas di luar ruangan. Sangat cocok untuk kita yg sering beraktivitas di luar ruangan maupun didalam ruangan. Agar kulit wajah kita terlindungi harus banget sih pakai sunscreen!",6 months - 1 year,Female Daily Studio,Destriyap recommends this product!,5,Skinaqua UV Whitening Milk
Shafirahanima,19 - 24,"Combination, Medium, Neutral",2024-05-04,"Selama pemakaian kurang lebih satu tahun, aku pribadi sih cocok yaa khususnya di tipe kulit aku yang normal to daily ini, selain itu juga dengan harganya yang sangat affordable cocok buat kantong mahasiswa Dari semua sunscreen yang pernah aku pake ini yg debess",6 months - 1 year,Guardian,Shafirahanima recommends this product!,5,Skinaqua UV Whitening Milk
rizkyalifiaa,19 - 24,"Dry, Medium Light, Neutral",2024-05-04,"Awal pake skin aqua ituu yg biru tapi kurang nampol buat aku jadii beralih kesini dann bener bener baguss. Ada sedikit tone up tapi ngga bikin muka kita keliatan kusem kaya nyatu aja dikulit, ngga lengket dimuka kalo dipake, cepet banget lagi meresap ke mukanya. Recommended banget!",More than 1 year,Female Daily Event,rizkyalifiaa recommends this product!,5,Skinaqua UV Whitening Milk
nana_piu,19 - 24,"Oily, Medium Light, Neutral",2024-05-03,"Baru coba ganti dari sunscreen lama skin Aqua ini dia lebih cair texturnya gampangn nyerap jugaaa ngabikin kulit wajah Kusam harganya juga cocok untuk kantong pelajarr texturnya nga lengket, bikin muka lebih glowing kadang bikin berminyak kalo lagi berkeringat",1 month - 3 months,Shopee,nana_piu recommends this product!,5,Skinaqua UV Whitening Milk
nikitalutfhiaf,19 - 24,"Combination, Medium Light, Neutral",2024-05-03,"pernah coba dari temen eh ko enak banget tekstur nya?! terus akhirnya aku beralih pake sunscreen ini, dan emang bener banget hasilnya mantepp bikin makeup nampolll, yu kata akumah buruan checkout sekarang!!! serius gabakalan nyesel pake sunscreen ini!",1 week - 1 month,Shopee,nikitalutfhiaf recommends this product!,5,Skinaqua UV Whitening Milk
indanazulfa_,19 - 24,"Dry, Medium Light, Cool",2024-05-02,"sunscreen favorit dari sma bagus banget buat jadi alas makeup dan tekstrurnya yang cair gampang meresap dan ringan dimuka udah beberapa tube beli dan selalu suka, mantap hajget pokonyasunscreen favorit dari sma bagus banget buat jadi alas makeup dan tekstrurnya yang cair gampang meresap dan ringan dimuka udah beberapa tube beli dan selalu suka, mantap hajget pokonya",More than 1 year,Shopee,indanazulfa_ recommends this product!,5,Skinaqua UV Whitening Milk
yuliantisj_,19 - 24,"Normal, Medium Light, Neutral",2024-05-02,"Teksturnya light, gampang diblend dan ngga ninggalin whitecase. Finishnya glowy sehat dan ga lebay. Aku suka banget soalnya ss ini bikin muka jadi cerahan, ngga bikin berminyak, mudarin bekas jerawat dan ngga bikin kusam",More than 1 year,Shopee,yuliantisj_ recommends this product!,5,Skinaqua UV Whitening Milk
Bening9,19 - 24,"Combination, Medium Light, Warm",2024-05-01,Sudah habis 3 botol ini sunscreen cocok buat kulit berminyak gak gak bikin muka jadi kusam rigan juga gak berminyak dengan spf 50 cocok untuk aktivitas di luar ruangan di pakai buat olahraga juga aman harga nya oke isinya banyak cukup buat 1½ bulan,3 months - 6 months,Lazada,Bening9 recommends this product!,5,Skinaqua UV Whitening Milk
genn,19 - 24,"Oily, Light, Neutral",2024-04-26,"Aku udah habis dua tube sebelum akhirnya pindah ke sunscreen lain. Sebenarnya oke oke aja sih di kulit sensitif gada nimbulin efek samping apapun, cuma dia pilling gitu di kulitku. Jadi payah bngt buat ngeratainnya. Di wajahku dia ngasih kesan berat dan oily skin ku semakin berminyak. Well,produk ini emang bukan ditunjukan untuk oily skin sih. Eh dia juga ada white castnya walau ga terlalu nampak di light skin. But overall ini produk bagus. Worth to try laahh",6 months - 1 year,Shopee,genn recommends this product!,3,Skinaqua UV Whitening Milk
bbianp,18 and Under,"Dry, Medium Light, Neutral",2024-04-24,"lumayan suka sama skinaqua varian ini, awal coba aku pake yg tutup warna biru dan ga cocok bikin bruntusan dimuka ku yg kering. Ga nimbulin efek samping apa' di aku dan ga bikin kusam juga mungkin kalo kena hujan pas luntur bagian mata rada perih ya, kalo efek tertentu(baik) aku ga terlalu ngerasain tp kayanya yaudah aja tp ttp ku pake buat daily si, sunscreen yg gentle(?)tmnku rata rata pake ini dan cocok aja, aku sendiri udah abis 5 botol, cuman kurang suka sama white cast nya yang menurutku agak over, repurchase? yup, layak dicoba👍🏻",More than 1 year,Shopee,bbianp recommends this product!,4,Skinaqua UV Whitening Milk
melindafs,19 - 24,"Combination, Medium, Warm",2024-04-24,"Akhirnyaaa setelah pencarian beberapa sunscreen yang gampang merata dan gak bikin kusam paling penting ini cocok bangett di aku,ini udah lama banget hype nya tapi baru cobaa hehe🥺buat yang suka sunscreen gampang merata ini cocok bangettt✨✨",1 week - 1 month,Instagram,melindafs recommends this product!,5,Skinaqua UV Whitening Milk
titahshl,25 - 29,"Combination, Medium Dark, Warm",2024-04-21,"gak nyangka bakal cocok!🫶 kalo dari ingredients-nya dia termasuk hybrid sunscreen ya. ngasih sedikit efek tone up, tapi gak white cast. emang agak sedikit lebih oily di muka, tapi finishnya gak lengket, dan afternya gak bikin kulit kusam. teksturnya cair milky gampang di blend. gak expect bakal awet karna kemasannya kecil, ternyata mayan bisa sampe 2-3bulan.",1 month - 3 months,Shopee,titahshl recommends this product!,5,Skinaqua UV Whitening Milk
grecia23_,19 - 24,"Combination, Medium Light, Neutral",2024-04-16,"sebagai kulit combi, aku cocok banget pake ini. teksturnya cair, minim whitecast, cepet menyerap,gak berat, gak bikin kusam, dan ngelindungi kulit banget. harganya affordable, buat pemula ok banget, hemat juga 1 botol aku habisnya sekitar 2-3 bulan an.",More than 1 year,Shopee,grecia23_ recommends this product!,5,Skinaqua UV Whitening Milk
shanifarsy,19 - 24,"Combination, Medium Dark, Warm",2024-04-15,"for me, its not recomended! karena dia terlalu berminyak buat aku. seharusnya dgn kulit kombinasi to dry ini cocok sih, tpi entah aku kurang suka sama hasil make up bbrp jam kemudian pake ini. kadang juga klo udh pke ini, ga ditimpa make up, gaenak rasanya. mencerahkan? kurang sih. yg aku suka teksturnya diaa. enakk encer dan milky gituh.. baunya juga aman, nggak mengganggu.",6 months - 1 year,Shopee,shanifarsy doesn't recommend this product!,3,Skinaqua UV Whitening Milk
yoonsource,18 and Under,"Oily, Medium, Cool",2024-04-14,"Sunscreen fav akuu yang ku pake sampe sekarangg, karna sama sekali ga bikin beruntusan or jerawat di kulitku yang acneprone. Dia tu ada tone up sedikit tapi ga yang whitecast atau yang bikin abu-abu gituu, teksturnya kental tapi bukan yang thick banget jadi gampang di blend. Btw ini tu finishnya sedikit lebih lengket dari yang hijau, tapi setelah nyerap udah ga lengket lagi kok. Dia juga ga bikin kusam dan minyakan. Repurchase? Ofc!!",6 months - 1 year,Shopee,yoonsource recommends this product!,5,Skinaqua UV Whitening Milk
sekarmd,19 - 24,"Combination, Light, Cool",2024-04-13,"bener-bener sunscreen andalan banget ini. sebelumnya pakai sunscreen skin aqua yang biru dan ternyata berminyak banget di wajah aku. setelah coba sunscreen ini jadi pindah haluan, suka banget karena bisa melembabkan dan ga terlalu berminyak di muka aku. spfnya juga tinggi, tapi tetep perlu reapply ya!",Less than 1 week,Shopee,sekarmd recommends this product!,4,Skinaqua UV Whitening Milk
dndsptrii,19 - 24,"Combination, Medium, Neutral",2024-03-30,"Sunscreen ini 11 12 sama yang tutupnya biru, bedanya di aku ini kerasa lebih oily aja tp ga bikin muka gimana2. Dia ga secepet itu buat meresap, dan setelah diaplikasiin dia ada efek tone up nya dikit, dan lebih bikin muka keliatan glowing sih. Over all, aku suka sih.",1 month - 3 months,Shopee,dndsptrii recommends this product!,5,Skinaqua UV Whitening Milk
nathaniaa_,18 and Under,"Combination, Light, Cool",2024-03-29,"sunscreen ini baguss bgtt, bikin glowing apalagi ada tone up nya, walaupun ada tapi ga lebay yg sampe dempul, udh berkali kali repursce karna emgg sebaguss ituu dan juga ga bikin berminyak di t zone(kombinasi skin), harganyaa juga terjangkauu, lovv bgt deh<3",6 months - 1 year,Shopee,nathaniaa_ recommends this product!,5,Skinaqua UV Whitening Milk
iraninorma,25 - 29,"Dry, Medium, Neutral",2024-03-28,"Produk ss skin aqua yang aku suka juga, teksturnya liquid dan untuk variant ini menurutku paling cepat meresap. Untuk kulit normal to dry kayak aku ini masih cocok dan melembabkan juga jadi aku gak perlu pakai moisturizer lagi, dan variant yang ini menurutku agak sedikit keberasa berat tapi dikit banget & tidak menganggu, packagingnya compact bgt utk dibawa pergi, untuk produk skin aqua ss emang ada tone up nya tapi di awal doang pas diaplikasikan dimuka setelahnya ditunggu gk ada 5 menit dia langsung meresap di muka jd udh hilang tone up nya bahkan ketika pakai foundi/bb cream gk akan jd tabrakan krn udh meresap ke kulit",1 month - 3 months,Female Daily Event,iraninorma recommends this product!,5,Skinaqua UV Whitening Milk
TataMatahari,19 - 24,"Combination, Medium Dark, Warm",2024-03-26,"Aku bener bener pengeeen bgt cocok sama produk ini karena aku suka feelsnya dimana dia gabikin gerah atau perih di mata gituu.. Tapi sayangnya TONE UPNYA TERLALU BERLEBIHAN HUHUHU:(((( Kulitku memang lumayan tan yang mana setelah pake ini pasti jatohnya abu abu jelek gituuu:((( Udah kucoba pake di T Zone aja buat ""ngehighlight"" wajah tapi hasilnya tetep kurang okee:( Kayanya emang aku gabakal cocok sama produk produk tone up deh🥲",1 month - 3 months,Guardian,TataMatahari doesn't recommend this product!,3,Skinaqua UV Whitening Milk
shnmh_,19 - 24,"Combination, Medium Light, Neutral",2024-03-22,"liattt kannn?! udah kucel karna sering aku pake 😭 travel freandly, dan kalian harus tau aku pake sunscreen skin aqua dari SMA kelas 11. dia tuh sumpah bagus bangettt. magic nya kok bisa bekas jerawat hilang gitu klo pake sunscreen inii. kalian ada yang setuju ga?",More than 1 year,Shopee,shnmh_ recommends this product!,5,Skinaqua UV Whitening Milk
Lilypstick,19 - 24,"Combination, Medium Light, Neutral",2024-03-21,"Sunscreen ini tuh light, milky tapi semi watery, dan gampang diratakan. Sesuai namanya, UV Whitening, sunscreen ini ada efek instant brightening alias tone up. Di kulitku yang light-medium hasilnya natural. Tapi kalau pakai ini waktu cuaca lagi panas dan lembab jadinya susah diblend dan blentang blentong (gak rata) gitu, terutama di hidung dan pinggir-pinggir mukaku yang gampang keringetan. Biasanya aku akalin dengan ngeblend di depan kipas angin. Overall ini masih jadi sunscreen yang bisa aku andalin.",3 months - 6 months,Lazada,Lilypstick recommends this product!,4,Skinaqua UV Whitening Milk
ulfaftr,25 - 29,"Normal, Medium Light, Warm",2024-03-15,"udah repurchase sunscreen ini berkali-kali karena emang murah terus awet juga. skinaqua tutup putih ini tuh jenis suncreen yang kasih efek tone up yang cantik gitu ke kulit. aku kalau buru buru pakai ini aja udah keliatan kayak seger gitu. sunscren ini nggak panas dan cukup nyaman sih. cuma minusnya dia agak lengket, terus menyerapnya agak perlu waktu. dan entah kenapa sunscreen ini tuh agak bikin clogged pores cuma satu dua gitu. nggak rekomen ini buat dibuat kegiatan outdoor karena kurang nampol proteksinta kalau di aku.",3 months - 6 months,Shopee,ulfaftr recommends this product!,4,Skinaqua UV Whitening Milk
Dzizebearz,19 - 24,"Normal, Medium Dark, Warm",2024-03-15,"kayanya aku gabakal ganti sunscreen lagi seumur hidupku wkwkwk, ini baguss banget, finishnya ringan dan velvet matte gitu bagus pokoknya, ga bikin keringetan juga, mudah di blend dan gaada whitecast di aku. Setiap mau coba produk lain pasti gajadi karena sunscreen skin aqua ini seperfect itu, udah repurchase puluhan kali, sebagus itu..",More than 1 year,Shopee,Dzizebearz recommends this product!,5,Skinaqua UV Whitening Milk
MeizaNurazizah10,19 - 24,"Combination, Medium, Neutral",2024-03-06,"Texture, Scent : Lotion, watery,warna putih susu gampang diratainnya dan gak piling juga! Gampang nyerepnya juga di kulit. Wanginya.. lebih kek wangi chemical aja kaliya tp gak ganggu sama sekali.Packaging: Sama kayak varian sunscreen skin aqua lainnya yg biasa, tube plastik isi 40gr, tutup ulir, warna putih, cukup kecil dan travel friendly gak makan banyak tempat di rak skincare/pouch skincare kalian! Bukaannya corong kecil, jadi waktu mau nakernya pun ga khawatir akan kebanyakan.Ingredients:Ada bahan aktif Traxenamic Acid : Biasanya suka ada di brightening serum, benefitnya buat treatment dark spot/bekas2 jerawat.My Experience : Sunscreen inituh masuk best buy akuAkutuh tipe kulit yang agak tricky banget soal sunscreen karena yang sebelum2nya bikin kusem, bikin redness makin jadi, bikin bruntusan ah yaudah pokonya ga cocok deh intinya:( Dulu aku sempet, pake varian yang moisture milk nya (botol biru) tapi gak cocok, bikin kusem + tiny bumps. Lalu aku kepo deh sama versi barunya ini, dan Alhamdulillah cocok dan nyaman bgt pake si Whitening Milk ini",Less than 1 week,Brand website,MeizaNurazizah10 recommends this product!,5,Skinaqua UV Whitening Milk
HalfBakedJay,18 and Under,"Oily, Medium Light, Neutral",2024-03-05,"Teksturnya cair, mudah untuk meresap dikulit, ga lengket, dan ringan juga sunscreenya jadi ga kerasa kek pake sunscreen. Yang paling gua suka sama sunscreen skinaqua tutup putih ini tu whiteningnya kek beneran bikin kulit glowing palagi kalo keringetan, ga bikin oily dan ga ninggalin whitecast jugaa!!",6 months - 1 year,Shopee,HalfBakedJay recommends this product!,5,Skinaqua UV Whitening Milk
rizfaralaa,19 - 24,"Combination, Medium Light, Neutral",2024-03-05,"pretty sunscreen! awal nyoba udh falling in love sm dia, dan kandungannya udh cocok bgt buat aku apalagi pas dipake di muka jadi lebih glow??? n healthy finish for my skin! kan kek waww! bakal repurchase lagi deh sm dia ini<3",3 months - 6 months,Shopee,rizfaralaa recommends this product!,5,Skinaqua UV Whitening Milk
siscash,19 - 24,"Dry, Medium Light, Neutral",2024-03-05,"sunscreen yang udh bertahun2 nemenin aktivitas aku <3. aku juga udh ngeracunin temen2 buat beli ini hehe, karna emg sebagus itu, alhamdulillah jugaa mereka cocok semuaa. intinya ga akan mau berpaling lagi ke sunscreen yg lain. karna cari yg sesuai dgn kebutuhan kulit susah bgt, apalagi kalo kulit gampang rewel, jgn macem2 deh gonta ganti yg udh cocok. untuk teksturnya ringan, ada white cast yg ngga begitu lebay juga dan harganya terjangkau. untuk kulit yg kombinasi atau dry bakalan cocok bgt deh.",More than 1 year,Shopee,siscash recommends this product!,5,Skinaqua UV Whitening Milk
mayahda,19 - 24,"Combination, Medium Light, Cool",2024-03-04,Ini suncreen pertama yg ku coba dan cocok langsung jatuh cinta banget. Bikin muka tambah glowing dan cerah karena kandungannya bagus juga. Cuma di aku agak bikin berminyak di area T- zone. Overall ok si.. buat kalian ga usah ragu pake ini. Bagus pol,1 week - 1 month,Shopee,mayahda recommends this product!,5,Skinaqua UV Whitening Milk
sevenrain,35 - 39,"Dry, Light, Cool",2024-03-01,"teksturnya lebih kental dibanding varian moisture milk yang lumayan cair yah... dan sedikit susah di blend nya dibanding yang varian moisture milk. hasil akhirnya juga matte, gak lembab kayak moistur milk .. ini lebih cocok untuk yang tiap hari harus makeup-an. karna gak akan belepotan. di kulit aku ini ngasih efek glossy tipis gak white cast sih. bagus2 aja dan masih kerasa lembabnya juga",1 week - 1 month,Tokopedia,sevenrain recommends this product!,4,Skinaqua UV Whitening Milk
aretasaz,18 and Under,"Normal, Medium Light, Neutral",2024-02-29,"A Must Have karena dia cocok sama kulitku yang kering ini.Dia kalo dilayer setelah moisturizer bakal lembab banget deh. Suka karena bikin tone up jugaa, pake nya jangan terlalu banyak ya karena dia itu warnanya yang putih ke biru-biru an gitu jadi kalo kurang rata bisa abu-abu hihihi. Tapi suka dehh buat kulit keringku ini, kalo berminyak kusaranin pake yang agak matte ajaa",1 month - 3 months,shopee,aretasaz recommends this product!,5,Skinaqua UV Whitening Milk
Windiwie217,35 - 39,"Combination, Medium Light, Warm",2024-02-28,"Cream yg encer,no aroma,no whitecast,no perih,gmpng d blend,klaim sih for all skin type y,d kulit kombinasi q ni cocok bget,ngresep mayan lama jdi ga bisa buat buru2🫣,tpi hasil'y oke pke bget.bakal jdi andalan sih ini.packaging imut🤗.",1 week - 1 month,Shopee,Windiwie217 recommends this product!,5,Skinaqua UV Whitening Milk
nadhilapp_,19 - 24,"Normal, Medium Light, Neutral",2024-02-26,Sunscreen yang banyak direview bagus ngga white cast dan nggak peeling. Dan kubuktikan sendiri kucoba asli sebagus itu. Bikin muka lebih glowing lembab dan nggak lengket nyaman banget dipakai. Cocok dipakai daily. Dikemasan ada keterangan bisa untuk wajah dan badan.,1 month - 3 months,TikTokshop,nadhilapp_ recommends this product!,5,Skinaqua UV Whitening Milk
tsaniaarfinaa,19 - 24,"Combination, Medium, Neutral",2024-02-25,"Dia tekstur nya cream cair, ada efek tone up nya sedikit tapi lama2 ilang kalo udah ke blend, terus finish nya glowing gitu yaaTapi menurut aku so so aja si, sekarang udah banyak sunscreen lokal yg lebih nyaman dipake, krn dia agak bikin gerah gituu",1 week - 1 month,AEON,tsaniaarfinaa recommends this product!,3,Skinaqua UV Whitening Milk
